Date,t-1,t-2,t-3,t-4,t-5,t-6,t-7,t-8,t-9,vt-1,vt-2,vt-3,vt-4,vt-5,vt-6,vt-7,vt-8,vt-9
2020-09-16,442.6033935546875,449.760009765625,419.6199951171875,372.7200012207031,371.3399963378906,366.2799987792969,330.2099914550781,418.32000732421875,407.0,66533061.0,96842100.0,83020600.0,60717500.0,84930600.0,79465800.0,115465700.0,110321900.0,87596100.0
